"Election","Electorate","Area","Booth","Green Party","Labour Party","National Party","New Zealand First Party","Total Valid Party Votes"
2011,"Te Tai Tokerau","Campbells Bay","Campbells Bay Methodist Church Hall, 218 Beach Road",0,0.2857142857,0.5714285714,0,7
2011,"Te Tai Tokerau","Campbells Bay","Campbells Bay School Hall, 77 Aberdeen Road",0,0,0.625,0.25,8
2011,"Te Tai Tokerau","Forrest Hill","Forrest Hill Presbyterian Church Hall, 151 Forrest Hill Road",0,0.4615384615,0.3076923077,0.0384615385,26
2011,"Te Tai Tokerau","Milford","Milford Baptist Church Hall, 3 Dodson Avenue",0,0.1818181818,0.4545454545,0.0909090909,11
2011,"Te Tai Tokerau","Takapuna","Takapuna School, 23 Auburn Street (or Anzac Street entrance)",0,0.0909090909,0.7272727273,0.1818181818,11
2011,"Te Tai Tokerau","Awarua","Te Hurihi Marae, Mangakahia Road",0,0.5882352941,0,0.2352941176,17
2011,"Te Tai Tokerau","Fairburn","Fairburn Hall, Main Fairburn-Peria Road",0,0.7142857143,0,0,7
2011,"Te Tai Tokerau","Kaingaroa","Kaingaroa School, State Highway 10",0,0.3076923077,0,0.3076923077,13
2011,"Te Tai Tokerau","Port Albert","Port Albert Hall, 980 Port Albert Road",0,0.2222222222,0.3333333333,0.2222222222,9
2011,"Te Tai Tokerau","Pouto","Rangitane Community Centre, Pouto Road",0,0.1578947368,0,0.4736842105,19
2011,"Te Tai Tokerau","Takahue","Takahue Community Hall, Takahue Saddle Road",0,0.5,0,0.2,10
2011,"Te Tai Tokerau","Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road",0,0.2105263158,0.1052631579,0.0526315789,19
2011,"Te Tai Tokerau","Victoria Valley","Victoria Valley War Memorial Hall, Victoria Valley Road",0,0.4444444444,0,0,9
2011,"Te Tai Tokerau","Manly","Manly Methodist Church, 945 Whangaparaoa Road",0,0.1538461538,0.3076923077,0.0769230769,13
2011,"Te Tai Tokerau","Point Wells","Point Wells Community Hall, 5 Point Wells Road",0,0,0.75,0.125,8
2011,"Te Tai Tokerau","Snells Beach","Snells Beach Primary School, 62 Dawson Road",0,0.5,0.1666666667,0,6
2011,"Te Tai Tokerau","Wainui","Wainui School, 492 Waitoki Road",0,0.375,0,0.125,8
2011,"Te Tai Tokerau","Westgate","Massey Presbyterian Church, 510 Don Buck Road",0,0.4210526316,0.1052631579,0.1403508772,57
2011,"Te Tai Tokerau","Kamo","Jane Mander Retirement Village, 262 Fairway Drive",0,0.4,0,0,10
2011,"Te Tai Tokerau","Maunu","Maunu Health Camp, 436 Maunu Road",0,0.4,0.2,0.12,25
2011,"Te Tai Tokerau","Ruatangata","Ruatangata Hall, Pipiwai Road",0,0.3333333333,0.0666666667,0.2666666667,15
2011,"Te Tai Tokerau","Springs Flat","Alive Christian Fellowship, 55 Great North Road",0,0.5,0.1,0,10
2011,"Te Tai Tokerau","Waipu","Waipu Presbyterian Church Hall, 50 The Centre",0,0.4705882353,0.0882352941,0.2352941176,34
2014,"East Coast Bays","Torbay","Voting places where less than 6 votes were taken",0,0,0,0,0
2011,"Waitakere","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Whanganui","Whangaehu","Whangaehu School, Ruatangata Street",0,0.1666666667,0.5,0,6
2011,"Whanganui","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Whanganui","Other Vote","Ordinary Votes BEFORE polling day - Taken in Taranaki-King Country",0,0.125,0.71875,0,32
2011,"Hauraki-Waikato","Cooks Beach","Cooks Beach Community Centre, corner Purangi Road & Rees Avenue",0,0.3333333333,0.1111111111,0.3333333333,9
2011,"Hauraki-Waikato","Kopuarahi","Kopuarahi School, corner State Highway 25 & Bush Road ",0,0.3333333333,0,0.1666666667,6
2011,"Hauraki-Waikato","Netherton","Netherton School, 7 School Road",0,0.6,0,0,5
2011,"Hauraki-Waikato","Tapu","Tapu Primary School, 719 Thames Coast Road",0,0.2777777778,0.3333333333,0.1666666667,18
2011,"Hauraki-Waikato","Turua","Turua School, 523 Hauraki Road",0,0.25,0.125,0.25,16
2011,"Hauraki-Waikato","Rototuna North","Te Totara Primary School, 31 Hector Drive",0,0.4285714286,0.1904761905,0,21
2011,"Hauraki-Waikato","Rotokauri","Rotokauri School, 462 Rotokauri Road",0,0.4705882353,0.2352941176,0.1176470588,17
2011,"Hauraki-Waikato","Bombay","Bombay School, 35 Paparata Road",0,0.1,0.45,0.15,20
2011,"Hauraki-Waikato","Clevedon","Clevedon School, 13-17 North Road",0,0.2,0.2,0.3,10
2011,"Hauraki-Waikato","Flat Bush","Old Flat Bush School Hall, corner Murphy's & Flat Bush School Roads",0,0.1111111111,0.3333333333,0.2222222222,9
2011,"Hauraki-Waikato","Orere Point","Orere School, Orere Point Road",0,0.2222222222,0,0.1111111111,9
2011,"Hauraki-Waikato","Otaua","Otaua School, 53 Maioro Road",0,0.3333333333,0.2222222222,0,9
2011,"Hauraki-Waikato","Paerata","Paerata Community Centre, 1022 Paerata Road",0,0.5151515152,0.1818181818,0.0909090909,33
2011,"Hauraki-Waikato","Waipipi","Waipipi School, 100 Creamery Road",0,0.1428571429,0.1428571429,0.1428571429,7
2011,"Hauraki-Waikato","Whitford","Whitford Hall, 1 Whitford-Maraetai Road",0,0.0666666667,0.4,0.2,15
2011,"Hauraki-Waikato","Manurewa","Manurewa Library, 7 Hill Road",0,0.5789473684,0,0.1578947368,19
2011,"Hauraki-Waikato","Koromatua","Koromatua School, 355 Koromatua Road",0,0.1111111111,0.4444444444,0.1111111111,9
2011,"Hauraki-Waikato","Ngahinapouri","Ngahinapouri School, 1185 Kakaramea Road",0,0.1666666667,0.1666666667,0,6
2011,"Hauraki-Waikato","Oparau","Oparau Roadhouse, 4370 State Highway 31",0,0.5,0,0,10
2011,"Hauraki-Waikato","Cambridge","Cambridge High School, 25 Swayne Road",0,0.2857142857,0.5714285714,0,7
2011,"Hauraki-Waikato","Hautapu","Hautapu School, corner Forrest & Hautapu Roads",0,0.4285714286,0.1428571429,0.1428571429,7
2011,"Hauraki-Waikato","Mercer","Mercer School, 15 Glass Road",0,0.25,0,0.125,8
2011,"Hauraki-Waikato","Motumaoho","Motumaoho School, 2085 Hamilton Road",0,0.25,0.1666666667,0.0833333333,12
2011,"Hauraki-Waikato","Ohinewai","Ohinewai School, 39 Ohinewai South Road",0,0.5714285714,0.2857142857,0,7
2011,"Hauraki-Waikato","Pukekawa","Pukekawa School, 803 Highway 22",0,0.36,0.32,0.2,25
2011,"Hauraki-Waikato","Te Uku","Te Uku School, 3436 State Highway 23",0,0.5555555556,0.2222222222,0,9
2011,"Hauraki-Waikato","Waiterimu","Waiterimu School, 166 Waiu Road",0,0.25,0.125,0.375,8
2014,"Te Atatū","Westgate","Voting places where less than 6 votes were taken",0,0,0,0,0
2014,"East Coast","Cape Runaway","Te Kura Mana Māori o Whangaparaoa, State Highway 35",0,0.3333333333,0.4666666667,0.2,15
2014,"East Coast","Pukehina","Pukehina School, 1762 Old Coach Road",0,0.0384615385,0.6538461538,0.1923076923,52
2014,"East Coast","Woodlands","Voting places where less than 6 votes were taken",0,0.5,0.25,0.25,4
2011,"Te Tai Tonga","St Albans","St Albans Baptist Church, 64 McFaddens Road",0,0.2857142857,0.5714285714,0,7
2011,"Te Tai Tonga","Clinton","Clinton School, 34 Halsey Street",0,0.8571428571,0,0.1428571429,7
2011,"Te Tai Tonga","Dipton","Dipton School, 1935 James Street",0,0,1,0,6
2011,"Te Tai Tonga","Gore","Rachel's Studio of Dance (formerly Pipe Band Hall), 27 Hyde Street",0,0.4615384615,0.1538461538,0.1538461538,13
2011,"Te Tai Tonga","Kaitangata","Kaitangata School, Salcombe Street",0,0.125,0.5,0.25,8
2011,"Te Tai Tonga","Kaka Point","Kaka Point Community Centre, Moana Street",0,0.3333333333,0.1666666667,0.1666666667,6
2011,"Te Tai Tonga","Otautau","Otautau School, 17 Elles Road",0,0.4,0.2,0.2,10
2011,"Te Tai Tonga","Tapanui","Tapanui School, 14a Sussex Street",0,0.3333333333,0.5,0,6
2011,"Te Tai Tonga","Tuatapere","Tuatapere Community College, 47 Orawia Road",0,0.0909090909,0.2727272727,0.2727272727,11
2011,"Te Tai Tonga","Winton","Winton Primary School Hall, corner Clyde & Eglinton Streets",0,0.4285714286,0.2142857143,0.0714285714,14
2011,"Te Tai Tonga","Mosgiel","A&P Showgrounds, 320 Gordon Road",0,0,0.6666666667,0.1666666667,6
2011,"Te Tai Tonga","Mosgiel","Elmgrove School, Ayr Street",0,0.4615384615,0.0769230769,0.3076923077,13
2011,"Te Tai Tonga","Mosgiel","Mosgiel Abilities Resource Centre, 16 Green Street",0,0.1666666667,0.5,0.1666666667,6
2011,"Te Tai Tonga","Mosgiel","Reid Park Kindergarten, 63 Murray Street",0,0.5714285714,0.2857142857,0.1428571429,7
2011,"Te Tai Tonga","Outram","Outram School, 1 Beaumaris Street",0,0.1428571429,0.5714285714,0.1428571429,7
2011,"Te Tai Tonga","South Dunedin","Methodist Church Hall, 11 Wesley Street",0,0.5,0,0.125,8
2011,"Te Tai Tonga","Boulcott","Boulcott School, 9 Boulcott Street",0,0.4444444444,0.2222222222,0,9
2011,"Te Tai Tonga","Hutt Central","Hutt Hospital, 640 High Street",0,0.1818181818,0.1818181818,0.1818181818,11
2011,"Te Tai Tonga","Hutt Central","Sts Peter and Paul School, Myrtle Street",0,0.6666666667,0.1666666667,0.1666666667,6
2011,"Te Tai Tonga","Bishopdale","Isleworth School Hall, 59a Farrington Avenue",0,0.4761904762,0.0952380952,0.2380952381,21
2011,"Te Tai Tonga","Bryndwr","St Matthew's Church Main Hall, 108 Jeffreys Road",0,0.1666666667,0.6666666667,0,6
2011,"Te Tai Tonga","Burnside","Burnside High School, J Block (Memorial Avenue entrance)",0,0.3636363636,0.1818181818,0.0909090909,11
2011,"Te Tai Tonga","Burnside","Kendal School Hall, 53 Kendal Avenue",0,0.5,0.0833333333,0.1666666667,12
2011,"Te Tai Tonga","Invercargill","CCS Disability Action Southland, 142 Don Street",0,0.3846153846,0.1538461538,0.0769230769,13
2011,"Te Tai Tonga","Invercargill","Clarendon Kindergarten, 30 Waiau Place",0,0.4347826087,0.0434782609,0.2173913043,23
2011,"Te Tai Tonga","Invercargill","Kew Kindergarten, 51 Selwyn Street",0,0.6842105263,0.0526315789,0.1578947368,19
2011,"Te Tai Tonga","Invercargill","New River School Hall, 117 Elizabeth Street",0,0.68,0.12,0.04,25
2011,"Te Tai Tonga","Invercargill","Newfield Park School Hall, 82 Wilfrid Street",0,0.5,0.2222222222,0.0555555556,18
2011,"Te Tai Tonga","Invercargill","Pacific Island Advisory and Cultural Trust Southland, 135 Bowmont Street",0,0.625,0.125,0.125,16
2011,"Te Tai Tonga","Invercargill","Salford School Hall, 110 Lamond Street",0,0.1111111111,0.3333333333,0.1111111111,9
2011,"Te Tai Tonga","Invercargill","St Joseph's School, 70 Eye Street",0,0.4736842105,0.1578947368,0.1052631579,19
2011,"Te Tai Tonga","Blenheim","NMIT Marlborough Campus, Room E1, 85 Budge Street",0,0.6206896552,0.0344827586,0.1724137931,29
2011,"Te Tai Tonga","Canvastown","Canvastown School, 5044 State Highway 6",0,0.5,0.25,0,8
2011,"Te Tai Tonga","Grovetown","Grovetown School, 50-62 Vickerman Street",0,0.5,0,0,6
2011,"Te Tai Tonga","Havelock","Havelock School, 47 Main Road",0,0.4285714286,0.0714285714,0.0714285714,14
2011,"Te Tai Tonga","Hawarden","Hurunui College, Tenterden Street",0,0.5,0.1666666667,0.1666666667,6
2011,"Te Tai Tonga","Leithfield","Leithfield School, 64 Old Main Road",0,0.2857142857,0.2857142857,0.1428571429,7
2011,"Te Tai Tonga","Linkwater","Linkwater School, 1357 Queen Charlotte Drive",0,0.25,0.25,0.25,8
2011,"Te Tai Tonga","Riverlands","Riverlands School, 21 School Road",0,0.5,0.3333333333,0,6
2011,"Te Tai Tonga","Seddon","Seddon School, 13 Redwood Street",0,0.5454545455,0.0909090909,0.1818181818,11
2011,"Te Tai Tonga","Woodbourne","RNZAF Family Centre, Caldwell Road",0,0.3333333333,0.3333333333,0.1666666667,6
2011,"Te Tai Tonga","Brightwater","Brightwater School, 106 Ellis Street",0,0.6,0.3,0,10
2011,"Te Tai Tonga","Hope","Hope School, 316 Paton Road",0,0,0.3333333333,0.3333333333,6
2011,"Te Tai Tonga","Churton Park","Churton Park School, 90 Churton Drive",0,0.3529411765,0.4117647059,0.0588235294,17
2011,"Te Tai Tonga","Opawa","Opawa Baptist Friendship Centre, 282 Wilsons Road",0,0.6666666667,0,0.1111111111,18
2011,"Te Tai Tonga","Redcliffs","St Andrews Anglican Church, 148 Main Road,",0,0.2222222222,0.4444444444,0,9
2011,"Te Tai Tonga","Ashburton","Walnut Ave Pavillion, 66 Walnut Avenue",0,0.1,0,0.2,10
2011,"Te Tai Tonga","Hinds","Hinds School, 54 Reed Street",0,0.5555555556,0.2222222222,0.1111111111,9
2011,"Te Tai Tonga","Rakaia","Rakaia Community Centre, corner Elizabeth Avenue and Mackie Street",0,0.4074074074,0.0740740741,0.2222222222,27
2011,"Te Tai Tonga","Timaru","Bluestone School, 46 Raymond Street",0,0.6363636364,0.0909090909,0,11
2011,"Te Tai Tonga","Timaru","Gleniti School, 22 Heath Street",0,0.3333333333,0.5,0,6
2011,"Te Tai Tonga","Timaru","Highfield School, 26 Rimu Street",0,0.1666666667,0.5,0,6
2011,"Te Tai Tonga","Maupuia","Garage, 15 Kaikoura Street",0,0.2666666667,0.0666666667,0.2,15
2011,"Te Tai Tonga","Miramar","Miramar Christian School, Kowhai Class, 41 Camperdown Road",0,0.25,0.375,0,8
2011,"Te Tai Tonga","Aidanfield","Aidanfield Christian School Library, 2 Nash Road",0,0.2857142857,0.2857142857,0,7
2011,"Te Tai Tonga","Darfield","Darfield High School, McLaughlins Road",0,0.2857142857,0.5714285714,0,7
2011,"Te Tai Tonga","Halswell","Sts Peter & Paul Catholic Church Hall, 56 Nicholls Road",0,0.25,0.5,0,12
2011,"Te Tai Tonga","Irwell","Irwell Hall, corner Leeston & Selwyn Lake Roads",0,0.125,0.375,0.375,8
2011,"Te Tai Tonga","Oaklands","Oaklands School, Cunningham Place",0,0.3846153846,0.3076923077,0.0769230769,13
2011,"Te Tai Tonga","Southbridge","Southbridge School, 25 Hastings Street",0,0.5,0.4285714286,0,14
2011,"Te Tai Tonga","Fernside","Fernside School, 285 O'Roarkes Road",0,0.125,0.5,0.125,8
2011,"Te Tai Tonga","Ohoka","Ohoka School, 261 Jacksons Road",0,0.1818181818,0.3636363636,0,11
2011,"Te Tai Tonga","Rangiora","Ashgrove School, 48 Seddon Street",0,0.5555555556,0.4444444444,0,9
2011,"Te Tai Tonga","Rangiora","Southbrook School, 26 Marshall Street",0,0.2,0.3,0.2,20
2011,"Te Tai Tonga","Redwood","Redwood Play Centre, 40 Dunedin Street",0,0.5,0,0,6
2011,"Te Tai Tonga","Waikuku Beach","Waikuku Beach Hall, Park Terrace",0,0.3076923077,0,0.0769230769,13
2011,"Te Tai Tonga","Glenavy","Glenavy School, 15 Ruane Street",0,0.1818181818,0.1818181818,0.0909090909,11
2011,"Te Tai Tonga","Kurow","Memorial Hall, 49 Gordon Street",0,0.5,0.3333333333,0.1666666667,6
2011,"Te Tai Tonga","Oamaru","Eveline Church Hall, 424a Thames Highway",0,0.5,0.2142857143,0,14
2011,"Te Tai Tonga","Omarama","Omarama School, Omarama Avenue",0,0.1428571429,0,0,7
2011,"Te Tai Tonga","Otematata","Otematata Fire Station, 1 Tasman Road",0,0.5714285714,0.1428571429,0.1428571429,7
2011,"Te Tai Tonga","Ranfurly","Maniototo Community Library, 15 Caulfeild Street",0,0.5,0.125,0,8
2011,"Te Tai Tonga","Roxburgh","Roxburgh Area School Library, 78 Scotland Street",0,0.5,0.125,0,8
2011,"Te Tai Tonga","Waimate","Waimate Main School Hall, 29 John Street",0,0.3636363636,0.1818181818,0.1818181818,11
2011,"Te Tai Tonga","Cobden ","Bowling Club Rooms, 84a Ward Street",0,0.3,0.1,0.2,10
2011,"Te Tai Tonga","Dunollie","Dunollie St John's Hall, corner Bute & Inverness Streets",0,0.6666666667,0,0.2222222222,9
2011,"Te Tai Tonga","Franz Josef","Franz Josef Community Centre, Main Road",0,0.375,0.5,0,8
2011,"Te Tai Tonga","Granity ","Granity School, 83 Torea Street",0,0.5714285714,0,0,7
2011,"Te Tai Tonga","Greymouth","Grey Base Hospital, High Street",0,0.1666666667,0.5,0,6
2011,"Te Tai Tonga","Greymouth","Grey United Tennis Club, Shakespeare Street",0,0.6,0.2,0.1,10
2011,"Te Tai Tonga","Greymouth","Karoro School, Old Library, Main South Road",0,0.1666666667,0.1666666667,0,6
2011,"Te Tai Tonga","Kumara","Memorial Hall, 56 Seddon Street",0,0.4285714286,0.2857142857,0,7
2011,"Te Tai Tonga","Ngakawau ","Ngakawau Domain Hall, Main Road",0,0.5714285714,0,0,7
2011,"Te Tai Tonga","Westport","Westport Courthouse, 11 Wakefield Street",0,0.6428571429,0.2142857143,0.1428571429,14
2011,"Te Tai Tonga","Westport","Westport South School, Derby Street",0,0.5,0.1875,0.125,16
2011,"Te Tai Tonga","Hei Hei","Gilberthorpe School, 163 Gilberthorpes Road",0,0.5625,0.125,0.125,16
2011,"Te Tai Tonga","Hoon Hay","Manning Intermediate School, 50 Hoon Hay Road",0,0.3333333333,0.3333333333,0.2,15
2011,"Te Tai Tonga","Hornby","St Columba's Church Hall, 452 Main South Road",0,0.3846153846,0.1538461538,0.2307692308,13
2011,"Te Tai Tonga","Russley","St Stephen's Methodist Church, 376 Yaldhurst Road",0,0.5714285714,0.1428571429,0,7
2011,"Te Tai Tonga","Sockburn","Montessori Pre School, 108 Racecourse Road",0,0.3636363636,0.2727272727,0.0909090909,11
2011,"Te Tai Tonga","Upper Riccarton","St Thomas of Canterbury College, 69 Middlepark Road",0,0.4444444444,0.3333333333,0.1111111111,9
2014,"New Lynn","Waterview","Voting places where less than 6 votes were taken",0,0,0,0,0
2014,"Rangitata","Lowcliffe","Lowcliffe/Coldstream Hall, 9 Trig Pole Road",0,0.0776699029,0.8349514563,0.067961165,103
2014,"Rangitata","Winchmore","Voting places where less than 6 votes were taken",0,0,0,0,0
2014,"Ilam","Russley","St Stephen's Methodist Church, 378 Yaldhurst Road",0,0.0714285714,0.6428571429,0.2857142857,14
2014,"Ilam","Yaldhurst","Voting places where less than 6 votes were taken",0,0,0,0,0
2011,"Ilam","Yaldhurst","Yaldhurst Model School, 48 School Road",0,0.1666666667,0.8333333333,0,6
2011,"Ilam","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Manukau East","Favona","Koru School, 71 Robertson Road",0,0.7727272727,0.1363636364,0.0454545455,22
2011,"Manukau East","Mangere","Southern Cross Campus, 253 Buckland Road West",0,0.9,0,0,10
2011,"Manukau East","Mangere East","Kingsford School, 54 Raglan Street",0,0.4285714286,0.2857142857,0.1428571429,7
2011,"Manukau East","Mangere East","Mangere East Primary School, 21 Yates Road",0,0.9285714286,0.0357142857,0.0357142857,28
2011,"Manukau East","Mangere East","Selwyn Anglican Church Hall, corner Massey Road & Hain Avenue",0,0.9583333333,0.0416666667,0,24
2011,"Manukau East","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Manukau East","Other Vote","Ordinary Votes BEFORE polling day - Taken in Botany",0,0.8967741935,0.0387096774,0.0193548387,155
2011,"Manukau East","Other Vote","Ordinary Votes BEFORE polling day - Taken in Manurewa",0,0.875,0.125,0,8
2011,"Bay of Plenty","Waitangi","Te Kura Kaupapa Māori o Te Matai, 309 State Highway 2",0,0.2142857143,0.6428571429,0.0714285714,14
2011,"Bay of Plenty","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Papakura","Henderson","The Trusts Stadium (Ukulele Festival), Central Park Drive",0,0.5,0.375,0.125,8
2011,"Papakura","Manurewa","Finlayson Park School, 87 John Walker Drive",0,0.7727272727,0.1818181818,0,22
2011,"Papakura","Manurewa","James Cook High School, 12 Dr Pickering Avenue",0,0.7391304348,0.1449275362,0.0869565217,69
2011,"Papakura","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Waiariki","Oropi","Oropi School, 1334 Oropi Road",0,0.1875,0.0625,0.0625,16
2011,"Waiariki","Athenree","Athenree Fire Brigade Hall, 43 Roretana Drive",0,0.2631578947,0.1052631579,0.1052631579,19
2011,"Waiariki","Lake Okareka","Lake Okareka Community Hall, 75 Loop Road",0,0.5714285714,0.1428571429,0.2857142857,7
2011,"Waiariki","Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",0,0.325,0.075,0.275,40
2011,"Waiariki","Reporoa","Reporoa Primary School, 34 Massey Road",0,0.4857142857,0.1142857143,0.1714285714,35
2011,"Waiariki","Waiohau","Te Kura Kaupapa Māori O Waiohau, 2481 Galatea Road",0,0.2571428571,0,0.0571428571,35
2011,"Waiariki","Turangi","Kuratau School, 2244 State Highway 41, Kuratau Junction",0,0.2307692308,0.0769230769,0.0769230769,13
2011,"Waiariki","Tauranga","Matua Dance Education Centre, 228b Levers Road",0,0.5,0.1666666667,0.1666666667,6
2011,"Port Hills","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2011,"Rongotai","Other Vote","Polling places where less than 6 votes were taken",0,0,0,0,0
2014,"Christchurch East","Wainoni","Voting places where less than 6 votes were taken",0,0,0,0,0
2014,"Rimutaka","Wellington City","Voting places where less than 6 votes were taken",0,0,0,0,0
