Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
7,Coromandel,2916,Thames,"Thames-Hauraki Disability Resource Centre Building, 609 Mackay Street",1825839.525,5886916.907
7,Coromandel,2917,Puriri,"Puriri School, 12 Puriri Valley Road",1834134.542,5876422.346
7,Coromandel,3128,Katikati,"Katikati Memorial Hall, 36 Main Road",1857725.831,5839704.461
7,Coromandel,3246,Pauanui ,"Pauanui Sport & Recreation Club, 31 Sheppard Avenue",1854357.937,5898962.401
7,Coromandel,3278,Whitianga,"St Andrews by the Sea Community Church, corner Albert & Owens Streets",1841052.831,5919891.526
7,Coromandel,3399,Whitianga,"Whitianga Memorial Hall, 24 Monk Street",1841309.337,5920161.165
7,Coromandel,3495,Tairua,"Tairua School, 110 Main Road",1853263.205,5900060.635
7,Coromandel,3714,Hikutaia,"Hikutaia Public Hall, State Highway 26",1835450.035,5868983.031
7,Coromandel,3715,Whangamata ,"Whangamata Memorial Hall, 328 Port Road",1854605.25,5877873.221
7,Coromandel,3954,Te Puru,"Te Puru Primary School, 507 Thames Coast Road",1824157.83,5897634.715
8,Dunedin North,444,Wakari,"Balmacewen Intermediate School, 44 Chapman Street",1405107.939,4918356.647
8,Dunedin North,445,Bradford,"Bradford School, 42a Bradford Street",1403457.598,4916594.202
8,Dunedin North,446,Brockville,"Brockville School, 263 Brockville Road",1402875.168,4917547.324
8,Dunedin North,447,Careys Bay,"Port Chalmers Fishermen's Co-Op Society Offices, 10 Macandrew Road",1415411.643,4924438.366
8,Dunedin North,448,Dunedin North,"All Saints Church Hall, 786 Cumberland Street",1407037.057,4918250.516
8,Dunedin North,449,Dunedin City,"Arthur Street School, 26 Arthur Street",1405600.875,4917054.407
8,Dunedin North,450,Dunedin North,"University of Otago College of Education, 141 Union Street",1407464.906,4917672.17
8,Dunedin North,451,Dunedin City,"Court House, 41 Lower Stuart Street",1406544.254,4916786.825
8,Dunedin North,452,Dunedin North,"Kelsey Yaralla Kindergarten, 4 Trent Avenue",1407108.886,4917692.64
8,Dunedin North,453,Dunedin North,"George Street Normal School, 989 George Street",1406845.422,4918681.219
8,Dunedin North,455,Dunedin North,"Knox Church Hall, 453 George Street ",1406510.859,4917720.748
8,Dunedin North,456,Dunedin City,"Dunedin Hospital, 1st Floor Foyer to Lecture Halls, 201 Great King Street",1406620.184,4917500.918
8,Dunedin North,457,Dunedin City,"Salvation Army McMillan Lounge, 575 Princes Street",1405947.598,4915900.955
8,Dunedin North,459,Halfway Bush,"Halfway Bush Community Hall, 54 Ashmore Street",1403275.347,4918764.919
8,Dunedin North,461,Kaikorai,"Kaikorai Presbyterian Church Hall, 127 Taieri Road ",1404741.682,4917862.11
8,Dunedin North,463,Long Beach,"McCurdy Grimman Hall, 22 Driver Street",1416699.374,4930267.744
8,Dunedin North,464,Maori Hill,"Coronation Hall, 1 Balmacewen Road",1405950.427,4918689.891
8,Dunedin North,466,Mornington,"Mornington School, 34 Elgin Road",1404111.626,4915907.193
8,Dunedin North,467,Mornington,"Mornington Scout Hall, 66 Argyle Street",1404516.025,4915638.807
8,Dunedin North,468,Mornington,"St Francis Xavier School, 27 Benhar Street",1404160.722,4915182.278
8,Dunedin North,469,North East Valley,"Dunedin North Intermediate School, 34 North Road",1407634.567,4919245.369
8,Dunedin North,471,Dunedin North,"University of Otago, ISB Link East, 630 Cumberland Street",1406846.557,4917918.242
8,Dunedin North,472,Opoho,"Opoho School, 96 Signal Hill Road",1408473.524,4919256.606
8,Dunedin North,473,Pine Hill,"Pine Hill School, 2 Wilkinson Street",1407296.438,4920015.847
8,Dunedin North,474,Port Chalmers,"Port Chalmers School, 30a Albertson Avenue",1414925.625,4923076.775
8,Dunedin North,476,Ravensbourne,"Ravensbourne Community Hall, 5 Wanaka Street",1410222.312,4918000.248
8,Dunedin North,477,Roslyn,"Roslyn Baptist Church, 309 Highgate",1405151.896,4917714.724
8,Dunedin North,478,Roslyn,"Kaikorai Primary School, 22 Tyne Street",1405277.684,4917854.908
8,Dunedin North,479,Roslyn,"Presbyterian Church Hall, 21 Highgate",1404422.948,4917019.645
8,Dunedin North,480,St Leonards,"King George Hall, 29 St Leonards Road",1411981.016,4920174.709
8,Dunedin North,481,Sawyers Bay,"Sawyers Bay School, 99 Stevenson Avenue",1413655.552,4923181.941
8,Dunedin North,483,Wakari,"Wakari School, 150 Helensburgh Road",1404353.259,4918819.52
8,Dunedin North,1546,Karitane,"Karitane Primary School, Coast Road",1417366.534,4942820.876
8,Dunedin North,1589,Waikouaiti,"Waikouaiti Primary School, 6 Malloch Street",1418510.552,4948247.076
8,Dunedin North,1591,Waitati,"Waitati Primary School, Mt Cargill Road, RD2",1411225.543,4930340.141
8,Dunedin North,1593,Warrington,"Warrington Primary School, 3 Ferguson Street",1412865.516,4935421.211
8,Dunedin North,3279,Port Chalmers,"Port Chalmers Town Hall, 1 Grey Street",1415302.684,4923715.266
8,Dunedin North,3380,Kaikorai,"Kaikorai Valley College, 500 Kaikorai Valley Road ",1403467.542,4915968.222
8,Dunedin North,3587,North East Valley,"North East Valley Baptist Church Hall, 268 North Road",1408362.688,4919826.421
8,Dunedin North,3772,Dunedin City,"Malcam Trust, Jubilee Park (off Maori Road)",1405107.581,4916590.678
9,Dunedin South,485,Abbotsford,"Community Hall, 72 North Taieri Road",1399642.638,4914579.42
9,Dunedin South,487,Musselburgh,"Baptist Church, 131 Musselburgh Rise",1407644.858,4914370.567
9,Dunedin South,488,Andersons Bay,"Presbyterian Church Hall, 76 Silverton Street",1408461.757,4914415.799
9,Dunedin South,489,Brighton,"Big Rock School, 2 Bath Street",1393107.469,4908144.045
9,Dunedin South,490,Broad Bay,"Broad Bay School, 4 Roebuck Rise",1415529.844,4920131.89
9,Dunedin South,491,Caversham,"Caversham Presbyterian Church Hall, 61 Thorn Street",1404590.316,4914126.948
9,Dunedin South,492,Caversham,"Caversham School Hall, 217 South Road",1404841.875,4914413.323
9,Dunedin South,493,Concord,"Concord School, 5 Thoreau Street",1402540.264,4913525.837
9,Dunedin South,494,Concord,"Concord Kindergarten, 93 Mulford Street",1403190.654,4913267.833
9,Dunedin South,495,Calton Hill,"Calton Hill Community Hall, 38 Riselaw Road",1403545.42,4914070.361
9,Dunedin South,496,Corstorphine,"Corstorphine Community Centre, 235 Middleton Road",1403855.184,4912916.855
9,Dunedin South,500,East Taieri,"East Taieri School, 11 Cemetery Road",1394176.141,4914775.072
9,Dunedin South,501,Fairfield,"Fairfield Community Hall, corner Main Road & Fairplay Street",1397735.537,4913964.492
9,Dunedin South,502,Green Island,"Pipe Band Hall, 186 Main South Road",1400936.142,4913606.386
9,Dunedin South,503,Abbotsford,"Scout Hall, corner Abbotsford Road & Unsworth Street",1400217.758,4913852.288
9,Dunedin South,507,Macandrew Bay,"Macandrew Bay School, 488 Portobello Road",1413554.666,4917624.199
9,Dunedin South,510,Mosgiel,"St Mary's Parish Hall, 53 Gordon Road",1394558.514,4915850.718
9,Dunedin South,516,Mosgiel,"Elmgrove School, Ayr Street",1394057.41,4915899.957
9,Dunedin South,519,Ocean View,"Ocean View Public Hall, 812 Brighton Road",1394220.691,4909298.861
9,Dunedin South,520,Otakou,"Te Rununga Otakou, Otakou Marae, 45 Tamatea Road",1422237.738,4925348.948
9,Dunedin South,521,Outram,"Outram School, 1 Beaumaris Street",1384844.891,4917645.013
9,Dunedin South,522,Portobello,"Portobello School, 30 Harrington Point Road",1418064.998,4921257.46
9,Dunedin South,524,South Dunedin,"Dunedin South Presbyterian Hall, 393 King Edward Street",1406282.26,4914134.514
9,Dunedin South,525,South Dunedin,"Macandrew Intermediate School, 213 Macandrew Road",1405451.585,4913937.261
9,Dunedin South,526,South Dunedin,"Methodist Church Hall, 11 Wesley Street",1405550.75,4914484.395
9,Dunedin South,528,South Dunedin,"St Patrick's Parish Centre, 32 Macandrew Road",1406274.625,4914553.488
9,Dunedin South,529,Forbury Corner,"St Bernadette's School Hall, 16 Forbury Road",1404855.569,4913957.355
9,Dunedin South,530,St Clair,"St Clair School Hall, 87 Albert Street",1405571.865,4913098.471
9,Dunedin South,531,Musselburgh,"Presbyterian Sunday School Hall, 26 Queens Drive",1406823.299,4914098.335
9,Dunedin South,532,Musselburgh,"Musselburgh School Library, 34 Marlow Street",1407227.936,4913671.967
9,Dunedin South,535,Tainui,"Tainui School Hall, 41 Tahuna Road",1407998.827,4913724.133
9,Dunedin South,537,Waverley,"Otago Sports Car Club Hall, 97 Larnach Road",1408196.868,4915676.342
9,Dunedin South,539,Wingatui,"Wingatui Hall, 270 Gladstone Road North",1397240.927,4916316.816
9,Dunedin South,1549,Lee Stream,"Lee Stream School, 2522 Clarks Junction-Lee Stream Road (State Highway 87)",1374377.337,4926101.69
9,Dunedin South,1553,Middlemarch,"Strath Taieri School, 33 Swansea Street",1374968.221,4956940.035
9,Dunedin South,3271,Allanton,"Allanton Community Centre, 11 Grey Street",1388083.51,4911677.368
9,Dunedin South,3273,Henley,"Henley Community Centre, 1216 Centre Road",1380594.486,4904324.423
9,Dunedin South,3280,Waverley,"Rotary Park School, 19 McKerrow Street",1409252.418,4915946.911
9,Dunedin South,3282,Mosgiel,"Mosgiel Abilities Resource Centre, 16 Green Street",1394613.824,4916304.827
9,Dunedin South,3283,Mosgiel,"A&P Showgrounds, 320 Gordon Road",1393523.157,4918016.281
9,Dunedin South,3284,Mosgiel,"Chatsford, 77 Doon Street",1395493.807,4916346.167
9,Dunedin South,3285,St Kilda,"Holy Cross Anglican Church,17 Ajax Street",1406434.776,4913793.758
9,Dunedin South,3286,Mosgiel,"Reid Park Kindergarten, 63 Murray Street",1394715.312,4917303.038
9,Dunedin South,3486,Mosgiel,"Silverstream (South) Primary School, 52 Green Street",1395105.575,4916485.584
9,Dunedin South,3551,South Dunedin,"Edgar Sports Centre, corner Portsmouth Drive & Teviot Street",1406955.056,4914916.504
9,Dunedin South,3695,Mosgiel,"Salvation Army Hall, 4 Lanark Street",1394177.765,4916327.165
9,Dunedin South,3767,Mosgiel,"Senior Citizen's Hall, 5a Hartstonge Avenue (next to Mosgiel Library)",1394156.127,4916745.158
9,Dunedin South,3768,South Dunedin,"Nations Christian Church, 334 King Edward Street ",1406219.967,4914328.413
9,Dunedin South,3769,St Kilda,"Dunedin Ice Stadium, 101 Victoria Road",1406508.62,4913239.892
9,Dunedin South,3865,St Clair,"Vintage Car Club, 125 Forbury Road",1405139.49,4913350.804
9,Dunedin South,3873,Green Island,"The Landmark Baptist Lighthouse, 222 Main South Road",1400528.183,4913577.761
10,East Coast,186,Manawahe,"Manawahe Community Hall, 1866 Manawahe Road",1919985.353,5788203.137
10,East Coast,188,Matata,"Matata Public School, 43 Pollen Street",1930569.189,5799361.389
10,East Coast,193,Otakiri,"Otakiri School, Staff Room, 571 Otakiri Road",1930497.792,5789027.454
10,East Coast,205,Te Teko,"Te Kura o Te Teko School Hall, 6 Te Teko Road",1933313.708,5783605.798
10,East Coast,206,Thornton,"Thornton School Hall, 43 Eastbank Road",1939592.933,5795426.007
10,East Coast,210,Whakatane,"Allandale School, 167 King Street",1949940.692,5790157.568
10,East Coast,211,Whakatane,"District Council, 9 Commerce Street",1951107.394,5791932.434
10,East Coast,212,Whakatane,"Whakatane Intermediate School Hall, 101 James Street",1948846.081,5791041.976
10,East Coast,213,Whakatane,"Reads Auction Hall, 17 King Street",1949917.138,5791172.738
10,East Coast,215,Whakatane,"Salvation Army Hall, 87 King Street",1949897.657,5790813.283
10,East Coast,541,Cape Runaway,"Te Kura Mana Māori o Whangaparaoa, State Highway 35",2041385.668,5829607.966
10,East Coast,544,Gisborne,"Awapuni School, 129 Awapuni Road",2035899.405,5708306.075
10,East Coast,545,Gisborne,"Central School, 7 Central Street",2037852.026,5709472.899
10,East Coast,547,Gisborne,"Cobham School, Lytton Road",2034748.701,5708985.339
10,East Coast,548,Gisborne,"Gisborne District Council, 15 Fitzherbert Street",2037697.693,5708363.71
10,East Coast,549,Gisborne,"Elgin School, 2 Knox Street",2034648.937,5709655.479
10,East Coast,550,Gisborne,"Gisborne Girls High School, 555 Gladstone Road",2035999.504,5709565.477
10,East Coast,551,Gisborne,"Gisborne  Hospital, 421 Ormond Road",2035762.321,5711555.934
10,East Coast,552,Gisborne,"Ilminster Intermediate, De Lautour Road",2039054.742,5707762.74
10,East Coast,554,Gisborne,"Kaiti School, 517 Wainui Road",2038984.168,5707103.451
10,East Coast,555,Gisborne,"Mangapapa Residents Hall, 351 Ormond Road",2035784.737,5711131.172
10,East Coast,557,Gisborne,"Riverdale School, 324 Stout Street",2035581.692,5710756.306
10,East Coast,558,Gisborne,"Rutene Road Kindergarten, 128 Rutene Road",2038273.132,5707936.404
10,East Coast,561,Gisborne,"Te Hapara School, 31 Mill Road",2035309.831,5710023.724
10,East Coast,562,Gisborne,"Waikirikiri School, 7 Pickering Street",2040006.012,5707192.472
10,East Coast,563,Hicks Bay,"Te Kura Kaupapa Māori o Kawakawa mai Tawhiti, 22 Wharf Road",2067352.693,5826326.812
10,East Coast,565,Kutarere,"Kutarere School, 461 State Highway 2",1963992.106,5781147.035
10,East Coast,567,Makaraka,"Makaraka School, 137 Main Road South",2031754.155,5710235.027
10,East Coast,568,Makauri,"Makauri School, 120 King Road",2031623.317,5713158.188
10,East Coast,569,Manutuke,"Manutuke School, 59 Waingake Road",2026735.7,5707329.539
10,East Coast,571,Matawai,"Matawai School, 29 Raumati Street",1996262.094,5744520.864
10,East Coast,572,Muriwai,"Muriwai School, 1684 Wharerata Road",2027659.37,5698773.281
10,East Coast,574,Waimana,"Nukuhou North School, State Highway 2",1961738.104,5772075.226
10,East Coast,576,Ohope,"Ohope Beach School, 170 Pohutukawa Avenue",1955739.093,5789811.823
10,East Coast,577,Omaio,"Te Kura o Omaio, School Road",2007934.762,5804602.385
10,East Coast,578,Omarumutu,"Omarumutu School, 141 Omarumutu Road",1986867.024,5785405.602
10,East Coast,579,Opotiki,"Opotiki College Hall, St John Street",1976502.417,5784042.2
10,East Coast,580,Opotiki,"Opotiki Senior Citizens Hall, 1 King Street",1976028.578,5784843.6
10,East Coast,582,Ormond,"Ormond School, 45 Whitmore Road",2028776.467,5721334.276
10,East Coast,584,Patutahi,"Patutahi School, 29 Atkins Street",2025612.368,5713393.208
10,East Coast,586,Raukokore,"Raukokore School, State Highway 35, RD3",2031283.381,5823757.124
10,East Coast,588,Rere,"Rere School, 3294 Wharekopae Road",2003686.339,5723098.539
10,East Coast,591,Whakatane,"Te Whare Kura o Ruatoki, 18 Mission Road, RD1",1951443.993,5770239.877
10,East Coast,593,Taneatua,"Taneatua School, 44 McKenzie Street",1951767.636,5779366.315
10,East Coast,594,Ruatoki North,"Te Kura o Tawera, 164 Ngahina Road",1949272.161,5769691.279
10,East Coast,595,Te Araroa,"Te Waha O Rerekohu Area School, 3 Arewhana Street",2073613.908,5821254.949
10,East Coast,597,Te Karaka,"Te Karaka Area School, 5 Kanakanaia Road",2024615.239,5730914.162
10,East Coast,599,Te Puia Springs,"Te Puia Springs School, 28 McKenzie Street",2065321.959,5774743.281
10,East Coast,600,Tikitiki,"Tikitiki School, 33 Rangitukia Road",2076721.441,5803310.887
10,East Coast,601,Tiniroto,"Tiniroto School, 14 School Road",1996911.471,5698379.105
10,East Coast,602,Tokomaru Bay,"Hatea-A-Rangi School, 6 School Road",2065979.43,5766182.832
10,East Coast,603,Tolaga Bay,"Tolaga Bay Area School, Resolution Street",2063133.49,5739508.41
10,East Coast,604,Torere,"Te Kura o Torere, 2276 State Highway 35",1994918.258,5790459.376
10,East Coast,608,Waerenga o Kuri,"Waerenga-O-Kuri School, 1763 Tiniroto Road",2015118.045,5707053.168
10,East Coast,609,Waimana,"Waimana School, 6 Raroa Road",1956909.3,5770466.592
10,East Coast,610,Wainui,"Wainui Beach School, 56 Wairere Road",2041540.84,5706083.663
10,East Coast,617,Whangara,"Whangara School, 44 Pa Road",2054564.355,5719540.405
10,East Coast,618,Whatatutu,"Whatatutu School, 24 Te Hau Road",2022486.189,5741081.739
10,East Coast,619,Woodlands,"Woodlands School, 168 Dip Road",1974176.227,5781334.063
10,East Coast,2880,Edgecumbe,"All Saints Anglican Church Hall, 73 Main Street",1936221.467,5789312.218
10,East Coast,2899,Awakeri,"Awakeri School, Room 2, 974 State Highway 30",1942277.743,5787564.198
10,East Coast,3219,Ohope,"Ohope Community Hall, Bluett Road",1956492.602,5789412.458
10,East Coast,3593,Coastlands,"Rangitaiki Independent School, 33 Meadow Vale",1949045.953,5793919.67
10,East Coast,3599,Gisborne,"YMCA Hall, 150 Roebuck Road",2036183.451,5708864.345
10,East Coast,3602,Ruatoria,"Te Kura Kaupapa Māori O Te Waiu O Ngati Porou, 13 Tuparoa Road",2068027.66,5793016.711
10,East Coast,3603,Te Kaha,"Te Whanau-a-Apanui Area School, State Highway 35",2013752.379,5813823.368
10,East Coast,3801,Edgecumbe,"Rangitaiki Presbyterian (St David’s) Church, 51 College Street",1936356.755,5790559.78
10,East Coast,3845,Gisborne,"Mangapapa Kindergarten, 2 Rua Street",2036842.436,5710289.541
11,East Coast Bays,4,Browns Bay,"Salvation Army East Coast Bays Hall, 5 Bayview Road",1756227.576,5935548.854
11,East Coast Bays,5,Browns Bay,"Browns Bay School, Masterton Road",1755803.679,5934564.068
11,East Coast Bays,7,Glenfield,"Meadowood Community House, 55 Meadowood Drive (off Unsworth Drive)",1753726.894,5931199.105
11,East Coast Bays,10,Glenfield,"Target Road Primary School, 80 Target Road",1754646.225,5930026.125
11,East Coast Bays,12,Long Bay,"Long Bay Baptist Church, 282 Glenvar Road",1754429.377,5937642.868
11,East Coast Bays,13,Long Bay,"Long Bay College, 20 Ashley Avenue",1755337.627,5937952.738
11,East Coast Bays,14,Mairangi Bay,"Rangitoto College, 564 East Coast Road",1755060.276,5932874.693
11,East Coast Bays,18,Torbay,"Torbay School, 60 Deep Creek Road",1755943.785,5936417.173
11,East Coast Bays,20,Unsworth Heights,"Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",1752644.949,5930262.973
11,East Coast Bays,2921,Browns Bay,"Pinehill School, corner Hugh Green Drive & Spencer Road",1753376.975,5934067.068
11,East Coast Bays,2922,Albany,Pinehurst School  75 Bush Road,1752138.942,5932708.651
11,East Coast Bays,3375,Browns Bay,"Browns Bay Red Cross Centre, 5 Glencoe Close",1755559.555,5935113.503
11,East Coast Bays,3476,Torbay,"Torbay Senior Citizens Club, Torbay Shopping Centre, 37 Watea Road",1756389.538,5937465.999
11,East Coast Bays,3610,Albany,"Oteha Valley School, corner Oteha Valley Road & Medallion Drive",1753336.746,5935137.865
11,East Coast Bays,3612,Browns Bay,"Northcross Intermediate School, 10 Sartors Avenue",1754320.996,5935443.884
11,East Coast Bays,3616,Murrays Bay,"Murrays Bay Intermediate School, 37 Sunrise Avenue",1755777.622,5933154.154
11,East Coast Bays,3811,Torbay,"Glamorgan School, 145 Glamorgan Drive",1755034.191,5936746.235
11,East Coast Bays,3812,Browns Bay,"Progress Hall, (under Bays Club)  6 Anzac Road",1756187.522,5935098.815
